가족,22,0.646575849164616
교육,20,0.6206079125404358
액션,18,0.6969578398598565
만화,16,0.6344524398446083
여행,15,0.6156971375147502
기대,12,0.6089462637901306
연애,10,0.6356542885303498
기쁨,10,0.6149338781833649
갈등,9,0.6554341514905294
사랑,9,0.6518648796611362
성장,8,0.6925567835569382
이별,8,0.6848548129200935
후회,8,0.6295546963810921
드라마,8,0.6182717904448509
철학,8,0.6029803529381752
방송,8,0.5910147204995155
음악,7,0.6965851868901934
고통,7,0.6875696097101484
춤,7,0.6060918399265834
분노,7,0.601340685571943
유쾌,7,0.5884094067982265
대화,7,0.5703716363225665
로맨스,6,0.6547330816586813
도시,6,0.6508520245552063
충격,6,0.637486865123113
미술,6,0.6054505705833435
상실,6,0.6007414857546488
음식,6,0.5955169200897217
슬픔,5,0.7264562726020813
심리,5,0.6978594303131104
시골,5,0.6730234146118164
희망,5,0.654385507106781
윤리,5,0.6040566325187683
상처,5,0.6014691233634949
권력,5,0.5799731969833374
꿈,5,0.5775511741638184
가상현실,5,0.5521866083145142
경제,4,0.7814202904701233
절망,4,0.7131730020046234
발견,4,0.6990326195955276
의심,4,0.6756024956703186
자아,4,0.6731402426958084
폭력,4,0.6640933156013489
종교,4,0.645686611533165
살인,4,0.6292639076709747
열정,4,0.6225233376026154
평등,4,0.5987773388624191
인형,4,0.5452141314744949
환경,3,0.7983771959940592
죄책감,3,0.7261358102162679
저항,3,0.6966228683789571
미래,3,0.672607421875
부도덕,3,0.5940988858540853
헌신,3,0.5920615196228027
정치,3,0.5888351599375407
범죄,3,0.5801533460617065
신화,3,0.5782742897669474
개그,3,0.5764793157577515
도둑,3,0.5748937129974365
추격,3,0.5655505458513895
동정,3,0.5530720750490824
학교,2,0.6586773097515106
탐험,2,0.6480422616004944
욕망,2,0.6336733400821686
컴퓨터,2,0.6259856224060059
혼란,2,0.5970858633518219
질서,2,0.5959319472312927
질병,2,0.5899003446102142
의료,2,0.588285893201828
고문,2,0.5491478145122528
군사,2,0.5445308089256287
평온,2,0.5384387671947479
바다,2,0.5289164781570435
뮤지컬,1,1.0
생존,1,1.0
용기,1,1.0
자존심,1,1.0
코미디,1,1.0
희생,1,1.0
전투,1,0.6696678996086121
고독,1,0.6679061055183411
농업,1,0.6616603136062622
용서,1,0.6418980360031128
무력감,1,0.6360117197036743
복고,1,0.6242704391479492
배신,1,0.6187100410461426
감옥,1,0.6136187314987183
교통,1,0.6121577620506287
공포,1,0.6056075096130371
모험,1,0.6051297187805176
다큐멘터리,1,0.5571942329406738
자기성찰,1,0.5486114025115967
전쟁,1,0.5426797866821289
괴담,1,0.5402888059616089
해적,1,0.53935706615448
도박,1,0.5280241966247559
판타지,1,0.5277939438819885
설원,1,0.5277182459831238
서바이벌,1,0.5245938897132874
의리,1,0.5226932168006897
과학,1,0.5181959271430969
탐정,1,0.5165762901306152
독재,1,0.5112989544868469
