액션,3,1.0
만화,3,0.7798016468683878
해적,3,0.7250135540962219
의심,3,0.7002120812733968
드라마,3,0.6749448776245117
여행,3,0.5861009359359741
음악,2,0.6870146989822388
방송,2,0.6577607095241547
기대,2,0.6145302951335907
철학,2,0.5938833653926849
대화,2,0.575750470161438
교육,2,0.5698041021823883
희망,2,0.5561562180519104
갈등,1,1.0
질병,1,0.7015629410743713
폭력,1,0.6747787594795227
전투,1,0.6634336709976196
헌신,1,0.6555296182632446
사랑,1,0.6537694931030273
마법,1,0.649684488773346
슬픔,1,0.6343626976013184
우주,1,0.619330644607544
모험,1,0.6051297187805176
기쁨,1,0.6043171286582947
뮤지컬,1,0.5657755732536316
꿈,1,0.5610076785087585
멸망,1,0.5595712661743164
자아,1,0.5402894020080566
유쾌,1,0.5235714316368103
후회,1,0.505795419216156
고문,1,0.5024828314781189
경제,1,0.5007047057151794
