음식,20,0.6303684681653976
여행,17,0.5891156617332908
교육,15,0.5962374210357666
액션,12,0.8269728869199753
가족,10,0.6584629952907562
사랑,9,0.6561992367108663
기대,9,0.6320580840110779
후회,9,0.6075494355625577
환경,9,0.601014064417945
성장,7,0.7111754161970956
방송,7,0.6365091800689697
충격,7,0.5827084353991917
슬픔,6,0.682369738817215
전투,6,0.5790418386459351
발견,5,0.6955032587051392
동물,5,0.6909319639205933
갈등,5,0.6740428686141968
기쁨,5,0.665580415725708
정글,5,0.5938578724861145
대화,5,0.5785256028175354
인형,5,0.560771381855011
음악,4,0.7033947706222534
학교,4,0.6965893805027008
절망,4,0.6757205128669739
희망,4,0.6747381389141083
만화,4,0.6700450628995895
심리,4,0.6504674553871155
질병,4,0.6417208611965179
분노,4,0.6022116541862488
유쾌,4,0.5851748734712601
의심,4,0.5541117936372757
괴담,4,0.5306166559457779
불안,3,0.8325093189875284
상처,3,0.7677162686983744
욕망,3,0.7633753617604574
경제,3,0.6664239565531412
무력감,3,0.6308226982752482
열정,3,0.6231059034665426
정치,3,0.6202718218167623
도시,3,0.613136867682139
드라마,3,0.564203162988027
꿈,3,0.563701331615448
철학,3,0.5621445377667745
부도덕,3,0.5618847012519836
미술,3,0.5489141742388407
자아,3,0.5263980428377787
죄책감,2,0.831212043762207
혼란,2,0.8221458494663239
정신병,2,0.8073742985725403
고통,2,0.8062590658664703
용기,2,0.798810750246048
평등,2,0.6882187724113464
살인,2,0.6642906665802002
폭력,2,0.661535769701004
교통,2,0.6554425656795502
좀비,2,0.6372744143009186
춤,2,0.6218444108963013
바다,2,0.6211735606193542
고독,2,0.6185173690319061
헌신,2,0.6135416626930237
의료,2,0.6101358532905579
개그,2,0.6026802361011505
질서,2,0.591291606426239
신화,2,0.5707531571388245
도둑,2,0.563989520072937
시골,2,0.5614009201526642
생존,2,0.5596761405467987
유령,2,0.5537057816982269
가상현실,2,0.5379988849163055
추격,2,0.5366333425045013
군대,1,1.0
미래,1,1.0
종교,1,0.6748078465461731
범죄,1,0.6093400716781616
전기,1,0.6041690111160278
괴물,1,0.6002769470214844
용서,1,0.5988559722900391
연애,1,0.5943483710289001
저항,1,0.5908717513084412
자기성찰,1,0.5768140554428101
전쟁,1,0.5733957290649414
뮤지컬,1,0.5685318112373352
컴퓨터,1,0.5639285445213318
윤리,1,0.5625672340393066
독재,1,0.5577566027641296
배신,1,0.5563049912452698
다큐멘터리,1,0.5540832281112671
이별,1,0.5487256646156311
로맨스,1,0.5355676412582397
스포츠,1,0.5182178020477295
