범죄,2,0.648367702960968
여행,2,0.5823561549186707
해적,2,0.5771361589431763
코미디,1,1.0
만화,1,0.7536719441413879
음악,1,0.7329081892967224
우주,1,0.7121323943138123
경제,1,0.7089344263076782
혼란,1,0.6892794370651245
방송,1,0.659591019153595
수색,1,0.6436203122138977
재난,1,0.6216191649436951
학교,1,0.6180571913719177
기쁨,1,0.6082786321640015
도둑,1,0.5932549238204956
멸망,1,0.5797211527824402
꿈,1,0.5610076785087585
괴담,1,0.5525099039077759
전투,1,0.5510220527648926
드라마,1,0.531794548034668
유쾌,1,0.531667947769165
군사,1,0.5167073607444763
