여행,19,0.6348761006405479
바다,8,0.6316028907895088
도시,7,0.6661643811634609
교통,7,0.64396219594138
환경,6,0.6588482757409414
기쁨,6,0.6450207134087881
설원,6,0.5793393850326538
미술,5,0.6048068165779114
춤,5,0.5436166763305664
방송,4,0.615099623799324
발견,4,0.5709366202354431
정글,4,0.5699913054704666
사랑,3,0.7863649129867554
가족,3,0.7703001896540324
음악,3,0.7500417828559875
동물,3,0.656514585018158
교육,3,0.5998935103416443
이별,3,0.562468687693278
괴담,3,0.5487499038378397
시골,2,0.862192839384079
만화,2,0.7876143157482147
드라마,2,0.757006049156189
해양,2,0.6588253378868103
열정,2,0.6417009830474854
철학,2,0.6153370440006256
후회,2,0.5912214517593384
꿈,2,0.5523435771465302
농업,2,0.5460777878761292
평온,2,0.5384387671947479
액션,1,1.0
미래,1,1.0
고독,1,0.6896678805351257
연애,1,0.6863196492195129
평등,1,0.671115517616272
성장,1,0.6552416682243347
재난,1,0.654521107673645
우주,1,0.6482014656066895
인형,1,0.6405982375144958
심리,1,0.6301533579826355
음식,1,0.6238448023796082
전기,1,0.6054408550262451
희망,1,0.5827092528343201
법정,1,0.5825269222259521
군대,1,0.5667595267295837
해적,1,0.5665077567100525
고통,1,0.5653588175773621
기대,1,0.562468945980072
신화,1,0.5608668327331543
유쾌,1,0.5511194467544556
상처,1,0.5423044562339783
생존,1,0.5351816415786743
의료,1,0.5320938229560852
혼란,1,0.526727557182312
질병,1,0.5194812417030334
충격,1,0.5143977403640747
경제,1,0.5133435130119324
정치,1,0.5123152732849121
